province,district,local_level,ward_number,postal_code,local_level_code
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,1,1010101,10105
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,2,1010102,10105
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,3,1010103,10105
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,4,1010104,10105
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,5,1010105,10105
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,6,1010106,10105
कोशी,ताप्लेजुङ,फक्ताङ्लुङ्ग गाउँपालिका,7,1010107,10105
कोशी,ताप्लेजुङ,मिक्वाखोला गाउँपालिका,1,1010201,10102
कोशी,ताप्लेजुङ,मिक्वाखोला गाउँपालिका,2,1010202,10102
कोशी,ताप्लेजुङ,मिक्वाखोला गाउँपालिका,3,1010203,10102
कोशी,ताप्लेजुङ,मिक्वाखोला गाउँपालिका,4,1010204,10102
कोशी,ताप्लेजुङ,मिक्वाखोला गाउँपालिका,5,1010205,10102
कोशी,ताप्लेजुङ,मेरिङ्गदेन गाउँपालिका,1,1010301,10103
कोशी,ताप्लेजुङ,मेरिङ्गदेन गाउँपालिका,2,1010302,10103
कोशी,ताप्लेजुङ,मेरिङ्गदेन गाउँपालिका,3,1010303,10103
कोशी,ताप्लेजुङ,मेरिङ्गदेन गाउँपालिका,4,1010304,10103
कोशी,ताप्लेजुङ,मेरिङ्गदेन गाउँपालिका,5,1010305,10103
कोशी,ताप्लेजुङ,मेरिङ्गदेन गाउँपालिका,6,1010306,10103
कोशी,ताप्लेजुङ,मैवाखोला गाउँपालिका,1,1010401,10102
कोशी,ताप्लेजुङ,मैवाखोला गाउँपालिका,2,1010402,10102
कोशी,ताप्लेजुङ,मैवाखोला गाउँपालिका,3,1010403,10102
कोशी,ताप्लेजुङ,मैवाखोला गाउँपालिका,4,1010404,10102
कोशी,ताप्लेजुङ,मैवाखोला गाउँपालिका,5,1010405,10102
कोशी,ताप्लेजुङ,मैवाखोला गाउँपालिका,6,1010406,10102
कोशी,ताप्लेजुङ,आठराई त्रिवेणी गाउँपालिका,1,1010501,10101
कोशी,ताप्लेजुङ,आठराई त्रिवेणी गाउँपालिका,2,1010502,10101
कोशी,ताप्लेजुङ,आठराई त्रिवेणी गाउँपालिका,3,1010503,10101
कोशी,ताप्लेजुङ,आठराई त्रिवेणी गाउँपालिका,4,1010504,10101
कोशी,ताप्लेजुङ,आठराई त्रिवेणी गाउँपालिका,5,1010505,10101
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,1,1010601,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,2,1010602,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,3,1010603,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,4,1010604,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,5,1010605,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,6,1010606,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,7,1010607,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,8,1010608,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,9,1010609,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,10,1010610,10106
कोशी,ताप्लेजुङ,फुङलिङ्ग नगरपालिका,11,1010611,10106
कोशी,ताप्लेजुङ,पाथिभरा याङ्वराक गाउँपालिका,1,1010701,10109
कोशी,ताप्लेजुङ,पाथिभरा याङ्वराक गाउँपालिका,2,1010702,10109
कोशी,ताप्लेजुङ,पाथिभरा याङ्वराक गाउँपालिका,3,1010703,10109
कोशी,ताप्लेजुङ,पाथिभरा याङ्वराक गाउँपालिका,4,1010704,10109
कोशी,ताप्लेजुङ,पाथिभरा याङ्वराक गाउँपालिका,5,1010705,10109
कोशी,ताप्लेजुङ,पाथिभरा याङ्वराक गाउँपालिका,6,1010706,10109
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,1,1010801,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,2,1010802,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,3,1010803,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,4,1010804,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,5,1010805,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,6,1010806,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,7,1010807,10108
कोशी,ताप्लेजुङ,सिरीजङ्गा गाउँपालिका,8,1010808,10108
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,1,1010901,10107
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,2,1010902,10107
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,3,1010903,10107
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,4,1010904,10107
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,5,1010905,10107
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,6,1010906,10107
कोशी,ताप्लेजुङ,सिदिङ्गवा गाउँपालिका,7,1010907,10107
कोशी,संखुवासभा,भोटखोला गाउँपालिका,1,1020101,10901
कोशी,संखुवासभा,भोटखोला गाउँपालिका,2,1020102,10901
कोशी,संखुवासभा,भोटखोला गाउँपालिका,3,1020103,10901
कोशी,संखुवासभा,भोटखोला गाउँपालिका,4,1020104,10901
कोशी,संखुवासभा,भोटखोला गाउँपालिका,5,1020105,10901
कोशी,संखुवासभा,मकालु गाउँपालिका,1,1020201,10907
कोशी,संखुवासभा,मकालु गाउँपालिका,2,1020202,10907
कोशी,संखुवासभा,मकालु गाउँपालिका,3,1020203,10907
कोशी,संखुवासभा,मकालु गाउँपालिका,4,1020204,10907
कोशी,संखुवासभा,मकालु गाउँपालिका,5,1020205,10907
कोशी,संखुवासभा,मकालु गाउँपालिका,6,1020206,10907
कोशी,संखुवासभा,सिलीचोङ गाउँपालिका,1,1020301,10910
कोशी,संखुवासभा,सिलीचोङ गाउँपालिका,2,1020302,10910
कोशी,संखुवासभा,सिलीचोङ गाउँपालिका,3,1020303,10910
कोशी,संखुवासभा,सिलीचोङ गाउँपालिका,4,1020304,10910
कोशी,संखुवासभा,सिलीचोङ गाउँपालिका,5,1020305,10910
कोशी,संखुवासभा,चिचिला गाउँपालिका,1,1020401,10903
कोशी,संखुवासभा,चिचिला गाउँपालिका,2,1020402,10903
कोशी,संखुवासभा,चिचिला गाउँपालिका,3,1020403,10903
कोशी,संखुवासभा,चिचिला गाउँपालिका,4,1020404,10903
कोशी,संखुवासभा,चिचिला गाउँपालिका,5,1020405,10903
कोशी,संखुवासभा,सभापोखरी गाउँपालिका,1,1020501,10909
कोशी,संखुवासभा,सभापोखरी गाउँपालिका,2,1020502,10909
कोशी,संखुवासभा,सभापोखरी गाउँपालिका,3,1020503,10909
कोशी,संखुवासभा,सभापोखरी गाउँपालिका,4,1020504,10909
कोशी,संखुवासभा,सभापोखरी गाउँपालिका,5,1020505,10909
कोशी,संखुवासभा,सभापोखरी गाउँपालिका,6,1020506,10909
कोशी,संखुवासभा,खाँदबारी नगरपालिका,1,1020601,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,2,1020602,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,3,1020603,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,4,1020604,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,5,1020605,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,6,1020606,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,7,1020607,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,8,1020608,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,9,1020609,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,10,1020610,10905
कोशी,संखुवासभा,खाँदबारी नगरपालिका,11,1020611,10905
कोशी,संखुवासभा,पाँचखपन नगरपालिका,1,1020701,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,2,1020702,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,3,1020703,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,4,1020704,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,5,1020705,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,6,1020706,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,7,1020707,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,8,1020708,10908
कोशी,संखुवासभा,पाँचखपन नगरपालिका,9,1020709,10908
कोशी,संखुवासभा,चैनपुर नगरपालिका,1,1020801,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,2,1020802,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,3,1020803,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,4,1020804,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,5,1020805,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,6,1020806,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,7,1020807,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,8,1020808,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,9,1020809,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,10,1020810,10902
कोशी,संखुवासभा,चैनपुर नगरपालिका,11,1020811,10902
कोशी,संखुवासभा,मादी नगरपालिका,1,1020901,10906
कोशी,संखुवासभा,मादी नगरपालिका,2,1020902,10906
कोशी,संखुवासभा,मादी नगरपालिका,3,1020903,10906
कोशी,संखुवासभा,मादी नगरपालिका,4,1020904,10906
कोशी,संखुवासभा,मादी नगरपालिका,5,1020905,10906
कोशी,संखुवासभा,मादी नगरपालिका,6,1020906,10906
कोशी,संखुवासभा,मादी नगरपालिका,7,1020907,10906
कोशी,संखुवासभा,मादी नगरपालिका,8,1020908,10906
कोशी,संखुवासभा,मादी नगरपालिका,9,1020909,10906
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,1,1021001,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,2,1021002,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,3,1021003,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,4,1021004,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,5,1021005,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,6,1021006,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,7,1021007,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,8,1021008,10904
कोशी,संखुवासभा,धर्मदेवी नगरपालिका,9,1021009,10904
कोशी,सोलुखुम्बु,खुम्बु पासाङल्हामु गाउँपालिका,1,1030101,11103
कोशी,सोलुखुम्बु,खुम्बु पासाङल्हामु गाउँपालिका,2,1030102,11103
कोशी,सोलुखुम्बु,खुम्बु पासाङल्हामु गाउँपालिका,3,1030103,11103
कोशी,सोलुखुम्बु,खुम्बु पासाङल्हामु गाउँपालिका,4,1030104,11103
कोशी,सोलुखुम्बु,खुम्बु पासाङल्हामु गाउँपालिका,5,1030105,11103
कोशी,सोलुखुम्बु,माहाकुलुङ गाउँपालिका,1,1030201,11105
कोशी,सोलुखुम्बु,माहाकुलुङ गाउँपालिका,2,1030202,11105
कोशी,सोलुखुम्बु,माहाकुलुङ गाउँपालिका,3,1030203,11105
कोशी,सोलुखुम्बु,माहाकुलुङ गाउँपालिका,4,1030204,11105
कोशी,सोलुखुम्बु,माहाकुलुङ गाउँपालिका,5,1030205,11105
कोशी,सोलुखुम्बु,सोताङ गाउँपालिका,1,1030301,11108
कोशी,सोलुखुम्बु,सोताङ गाउँपालिका,2,1030302,11108
कोशी,सोलुखुम्बु,सोताङ गाउँपालिका,3,1030303,11108
कोशी,सोलुखुम्बु,सोताङ गाउँपालिका,4,1030304,11108
कोशी,सोलुखुम्बु,सोताङ गाउँपालिका,5,1030305,11108
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,1,1030401,11102
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,2,1030402,11102
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,3,1030403,11102
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,4,1030404,11102
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,5,1030405,11102
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,6,1030406,11102
कोशी,सोलुखुम्बु,माप्य दुधकोशी गाउँपालिका,7,1030407,11102
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,1,1030501,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,2,1030502,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,3,1030503,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,4,1030504,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,5,1030505,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,6,1030506,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,7,1030507,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,8,1030508,11101
कोशी,सोलुखुम्बु,थुलुङ दुधकोशी गाउँपालिका,9,1030509,11101
कोशी,सोलुखुम्बु,नेचासल्यान गाउँपालिका,1,1030601,11106
कोशी,सोलुखुम्बु,नेचासल्यान गाउँपालिका,2,1030602,11106
कोशी,सोलुखुम्बु,नेचासल्यान गाउँपालिका,3,1030603,11106
कोशी,सोलुखुम्बु,नेचासल्यान गाउँपालिका,4,1030604,11106
कोशी,सोलुखुम्बु,नेचासल्यान गाउँपालिका,5,1030605,11106
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,1,1030701,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,2,1030702,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,3,1030703,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,4,1030704,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,5,1030705,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,6,1030706,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,7,1030707,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,8,1030708,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,9,1030709,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,10,1030710,11107
कोशी,सोलुखुम्बु,सोलुदुधकुण्ड नगरपालिका,11,1030711,11107
कोशी,सोलुखुम्बु,लिखु पिके गाउँपालिका,1,1030801,11104
कोशी,सोलुखुम्बु,लिखु पिके गाउँपालिका,2,1030802,11104
कोशी,सोलुखुम्बु,लिखु पिके गाउँपालिका,3,1030803,11104
कोशी,सोलुखुम्बु,लिखु पिके गाउँपालिका,4,1030804,11104
कोशी,सोलुखुम्बु,लिखु पिके गाउँपालिका,5,1030805,11104
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,1,1040101,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,2,1040102,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,3,1040103,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,4,1040104,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,5,1040105,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,6,1040106,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,7,1040107,11202
कोशी,ओखलढुङ्गा,चिशंखुगढी गाउँपालिका,8,1040108,11202
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,1,1040201,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,2,1040202,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,3,1040203,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,4,1040204,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,5,1040205,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,6,1040206,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,7,1040207,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,8,1040208,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,9,1040209,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,10,1040210,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,11,1040211,11207
कोशी,ओखलढुङ्गा,सिद्धिचरण नगरपालिका,12,1040212,11207
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,1,1040301,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,2,1040302,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,3,1040303,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,4,1040304,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,5,1040305,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,6,1040306,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,7,1040307,11206
कोशी,ओखलढुङ्गा,मोलुङ्ग गाउँपालिका,8,1040308,11206
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,1,1040401,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,2,1040402,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,3,1040403,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,4,1040404,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,5,1040405,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,6,1040406,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,7,1040407,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,8,1040408,11203
कोशी,ओखलढुङ्गा,खिजीदेम्बा गाउँपालिका,9,1040409,11203
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,1,1040501,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,2,1040502,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,3,1040503,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,4,1040504,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,5,1040505,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,6,1040506,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,7,1040507,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,8,1040508,11204
कोशी,ओखलढुङ्गा,लिखु गाउँपालिका,9,1040509,11204
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,1,1040601,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,2,1040602,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,3,1040603,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,4,1040604,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,5,1040605,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,6,1040606,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,7,1040607,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,8,1040608,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,9,1040609,11201
कोशी,ओखलढुङ्गा,चम्पादेवी गाउँपालिका,10,1040610,11201
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,1,1040701,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,2,1040702,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,3,1040703,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,4,1040704,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,5,1040705,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,6,1040706,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,7,1040707,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,8,1040708,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,9,1040709,11208
कोशी,ओखलढुङ्गा,सुनकोशी गाउँपालिका,10,1040710,11208
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,1,1040801,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,2,1040802,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,3,1040803,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,4,1040804,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,5,1040805,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,6,1040806,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,7,1040807,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,8,1040808,11205
कोशी,ओखलढुङ्गा,मानेभन्ज्याङ्ग गाउँपालिका,9,1040809,11205
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,1,1050101,11306
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,2,1050102,11306
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,3,1050103,11306
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,4,1050104,11306
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,5,1050105,11306
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,6,1050106,11306
कोशी,खोटाङ,केपिलासगढी गाउँपालिका,7,1050107,11306
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,1,1050201,11301
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,2,1050202,11301
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,3,1050203,11301
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,4,1050204,11301
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,5,1050205,11301
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,6,1050206,11301
कोशी,खोटाङ,ऐसेलुखर्क गाउँपालिका,7,1050207,11301
कोशी,खोटाङ,रावा बेसी गाउँपालिका,1,1050301,11308
कोशी,खोटाङ,रावा बेसी गाउँपालिका,2,1050302,11308
कोशी,खोटाङ,रावा बेसी गाउँपालिका,3,1050303,11308
कोशी,खोटाङ,रावा बेसी गाउँपालिका,4,1050304,11308
कोशी,खोटाङ,रावा बेसी गाउँपालिका,5,1050305,11308
कोशी,खोटाङ,रावा बेसी गाउँपालिका,6,1050306,11308
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,1,1050401,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,2,1050402,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,3,1050403,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,4,1050404,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,5,1050405,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,6,1050406,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,7,1050407,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,8,1050408,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,9,1050409,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,10,1050410,11304
कोशी,खोटाङ,हलेसी तुवाचुङ नगरपालिका,11,1050411,11304
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,1,1050501,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,2,1050502,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,3,1050503,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,4,1050504,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,5,1050505,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,6,1050506,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,7,1050507,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,8,1050508,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,9,1050509,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,10,1050510,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,11,1050511,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,12,1050512,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,13,1050513,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,14,1050514,11309
कोशी,खोटाङ,दिक्तेल रुपाकोट मझुवागढी नगरपालिका,15,1050515,11309
कोशी,खोटाङ,साकेला गाउँपालिका,1,1050601,11310
कोशी,खोटाङ,साकेला गाउँपालिका,2,1050602,11310
कोशी,खोटाङ,साकेला गाउँपालिका,3,1050603,11310
कोशी,खोटाङ,साकेला गाउँपालिका,4,1050604,11310
कोशी,खोटाङ,साकेला गाउँपालिका,5,1050605,11310
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,1,1050701,11303
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,2,1050702,11303
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,3,1050703,11303
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,4,1050704,11303
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,5,1050705,11303
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,6,1050706,11303
कोशी,खोटाङ,दिप्रुङ चुइचुम्मा गाउँपालिका,7,1050707,11303
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,1,1050801,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,2,1050802,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,3,1050803,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,4,1050804,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,5,1050805,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,6,1050806,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,7,1050807,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,8,1050808,11307
कोशी,खोटाङ,खोटेहाङ गाउँपालिका,9,1050809,11307
कोशी,खोटाङ,जन्तेढुङ्गा गाउँपालिका,1,1050901,11305
