province,district,local_level,ward_number,postal_code,local_level_code
गण्डकी,स्याङजा,फेदीखोला गाउँपालिका,5,4090205,43909
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,1,4090301,43901
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,2,4090302,43901
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,3,4090303,43901
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,4,4090304,43901
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,5,4090305,43901
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,6,4090306,43901
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,1,4090401,43902
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,2,4090402,43902
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,3,4090403,43902
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,4,4090404,43902
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,5,4090405,43902
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,6,4090406,43902
गण्डकी,स्याङजा,भीरकोट नगरपालिका,1,4090501,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,2,4090502,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,3,4090503,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,4,4090504,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,5,4090505,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,6,4090506,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,7,4090507,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,8,4090508,43903
गण्डकी,स्याङजा,भीरकोट नगरपालिका,9,4090509,43903
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,1,4090601,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,2,4090602,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,3,4090603,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,4,4090604,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,5,4090605,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,6,4090606,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,7,4090607,43904
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,8,4090608,43904
गण्डकी,स्याङजा,हरिनास गाउँपालिका,1,4090701,43907
गण्डकी,स्याङजा,हरिनास गाउँपालिका,2,4090702,43907
गण्डकी,स्याङजा,हरिनास गाउँपालिका,3,4090703,43907
गण्डकी,स्याङजा,हरिनास गाउँपालिका,4,4090704,43907
गण्डकी,स्याङजा,हरिनास गाउँपालिका,5,4090705,43907
गण्डकी,स्याङजा,हरिनास गाउँपालिका,6,4090706,43907
गण्डकी,स्याङजा,हरिनास गाउँपालिका,7,4090707,43907
गण्डकी,स्याङजा,चापाकोट नगरपालिका,1,4090801,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,2,4090802,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,3,4090803,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,4,4090804,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,5,4090805,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,6,4090806,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,7,4090807,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,8,4090808,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,9,4090809,43905
गण्डकी,स्याङजा,चापाकोट नगरपालिका,10,4090810,43905
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,1,4090901,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,2,4090902,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,3,4090903,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,4,4090904,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,5,4090905,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,6,4090906,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,7,4090907,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,8,4090908,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,9,4090909,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,10,4090910,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,11,4090911,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,12,4090912,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,13,4090913,43911
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,14,4090914,43911
गण्डकी,स्याङजा,गल्याङ नगरपालिका,1,4091001,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,2,4091002,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,3,4091003,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,4,4091004,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,5,4091005,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,6,4091006,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,7,4091007,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,8,4091008,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,9,4091009,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,10,4091010,43906
गण्डकी,स्याङजा,गल्याङ नगरपालिका,11,4091011,43906
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,1,4091101,43908
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,2,4091102,43908
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,3,4091103,43908
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,4,4091104,43908
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,5,4091105,43908
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,6,4091106,43908
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,7,4091107,43908
गण्डकी,पर्वत,मोदी गाउँपालिका,1,4100101,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,2,4100102,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,3,4100103,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,4,4100104,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,5,4100105,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,6,4100106,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,7,4100107,44405
गण्डकी,पर्वत,मोदी गाउँपालिका,8,4100108,44405
गण्डकी,पर्वत,जलजला गाउँपालिका,1,4100201,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,2,4100202,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,3,4100203,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,4,4100204,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,5,4100205,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,6,4100206,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,7,4100207,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,8,4100208,44402
गण्डकी,पर्वत,जलजला गाउँपालिका,9,4100209,44402
गण्डकी,पर्वत,कुश्मा नगरपालिका,1,4100301,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,2,4100302,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,3,4100303,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,4,4100304,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,5,4100305,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,6,4100306,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,7,4100307,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,8,4100308,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,9,4100309,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,10,4100310,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,11,4100311,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,12,4100312,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,13,4100313,44403
गण्डकी,पर्वत,कुश्मा नगरपालिका,14,4100314,44403
गण्डकी,पर्वत,फलेबास नगरपालिका,1,4100401,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,2,4100402,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,3,4100403,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,4,4100404,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,5,4100405,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,6,4100406,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,7,4100407,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,8,4100408,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,9,4100409,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,10,4100410,44407
गण्डकी,पर्वत,फलेबास नगरपालिका,11,4100411,44407
गण्डकी,पर्वत,महाशिला गाउँपालिका,1,4100501,44404
गण्डकी,पर्वत,महाशिला गाउँपालिका,2,4100502,44404
गण्डकी,पर्वत,महाशिला गाउँपालिका,3,4100503,44404
गण्डकी,पर्वत,महाशिला गाउँपालिका,4,4100504,44404
गण्डकी,पर्वत,महाशिला गाउँपालिका,5,4100505,44404
गण्डकी,पर्वत,महाशिला गाउँपालिका,6,4100506,44404
गण्डकी,पर्वत,बिहादी गाउँपालिका,1,4100601,44401
गण्डकी,पर्वत,बिहादी गाउँपालिका,2,4100602,44401
गण्डकी,पर्वत,बिहादी गाउँपालिका,3,4100603,44401
गण्डकी,पर्वत,बिहादी गाउँपालिका,4,4100604,44401
गण्डकी,पर्वत,बिहादी गाउँपालिका,5,4100605,44401
गण्डकी,पर्वत,बिहादी गाउँपालिका,6,4100606,44401
गण्डकी,पर्वत,पैयुं गाउँपालिका,1,4100701,44406
गण्डकी,पर्वत,पैयुं गाउँपालिका,2,4100702,44406
गण्डकी,पर्वत,पैयुं गाउँपालिका,3,4100703,44406
गण्डकी,पर्वत,पैयुं गाउँपालिका,4,4100704,44406
गण्डकी,पर्वत,पैयुं गाउँपालिका,5,4100705,44406
गण्डकी,पर्वत,पैयुं गाउँपालिका,6,4100706,44406
गण्डकी,पर्वत,पैयुं गाउँपालिका,7,4100707,44406
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,1,4110101,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,2,4110102,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,3,4110103,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,4,4110104,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,5,4110105,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,6,4110106,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,7,4110107,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,8,4110108,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,9,4110109,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,10,4110110,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,11,4110111,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,12,4110112,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,13,4110113,44502
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,14,4110114,44502
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,1,4110201,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,2,4110202,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,3,4110203,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,4,4110204,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,5,4110205,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,6,4110206,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,7,4110207,44507
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,8,4110208,44507
गण्डकी,बागलुङ,ताराखोला गाउँपालिका,1,4110301,44510
गण्डकी,बागलुङ,ताराखोला गाउँपालिका,2,4110302,44510
गण्डकी,बागलुङ,ताराखोला गाउँपालिका,3,4110303,44510
गण्डकी,बागलुङ,ताराखोला गाउँपालिका,4,4110304,44510
गण्डकी,बागलुङ,ताराखोला गाउँपालिका,5,4110305,44510
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,1,4110401,44509
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,2,4110402,44509
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,3,4110403,44509
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,4,4110404,44509
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,5,4110405,44509
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,6,4110406,44509
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,1,4110501,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,2,4110502,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,3,4110503,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,4,4110504,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,5,4110505,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,6,4110506,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,7,4110507,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,8,4110508,44504
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,9,4110509,44504
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,1,4110601,44508
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,2,4110602,44508
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,3,4110603,44508
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,4,4110604,44508
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,5,4110605,44508
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,6,4110606,44508
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,7,4110607,44508
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,1,4110701,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,2,4110702,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,3,4110703,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,4,4110704,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,5,4110705,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,6,4110706,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,7,4110707,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,8,4110708,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,9,4110709,44501
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,10,4110710,44501
गण्डकी,बागलुङ,गल्कोट नगरपालिका,1,4110801,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,2,4110802,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,3,4110803,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,4,4110804,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,5,4110805,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,6,4110806,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,7,4110807,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,8,4110808,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,9,4110809,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,10,4110810,44505
गण्डकी,बागलुङ,गल्कोट नगरपालिका,11,4110811,44505
गण्डकी,बागलुङ,बरेङ गाउँपालिका,1,4110901,44503
गण्डकी,बागलुङ,बरेङ गाउँपालिका,2,4110902,44503
गण्डकी,बागलुङ,बरेङ गाउँपालिका,3,4110903,44503
गण्डकी,बागलुङ,बरेङ गाउँपालिका,4,4110904,44503
गण्डकी,बागलुङ,बरेङ गाउँपालिका,5,4110905,44503
गण्डकी,बागलुङ,जैमिनी नगरपालिका,1,4111001,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,2,4111002,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,3,4111003,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,4,4111004,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,5,4111005,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,6,4111006,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,7,4111007,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,8,4111008,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,9,4111009,44506
गण्डकी,बागलुङ,जैमिनी नगरपालिका,10,4111010,44506
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,1,5010101,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,2,5010102,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,3,5010103,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,4,5010104,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,5,5010105,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,6,5010106,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,7,5010107,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,8,5010108,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,9,5010109,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,10,5010110,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,11,5010111,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,12,5010112,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,13,5010113,57702
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,14,5010114,57702
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,1,5010201,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,2,5010202,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,3,5010203,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,4,5010204,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,5,5010205,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,6,5010206,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,7,5010207,57703
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,8,5010208,57703
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,1,5010301,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,2,5010302,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,3,5010303,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,4,5010304,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,5,5010305,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,6,5010306,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,7,5010307,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,8,5010308,57701
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,9,5010309,57701
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,1,5020101,55307
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,2,5020102,55307
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,3,5020103,55307
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,4,5020104,55307
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,5,5020105,55307
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,6,5020106,55307
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,7,5020107,55307
लुम्बिनी,रोल्पा,थबाङ्ग गाउँपालिका,1,5020201,55309
लुम्बिनी,रोल्पा,थबाङ्ग गाउँपालिका,2,5020202,55309
लुम्बिनी,रोल्पा,थबाङ्ग गाउँपालिका,3,5020203,55309
लुम्बिनी,रोल्पा,थबाङ्ग गाउँपालिका,4,5020204,55309
लुम्बिनी,रोल्पा,थबाङ्ग गाउँपालिका,5,5020205,55309
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,1,5020301,55301
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,2,5020302,55301
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,3,5020303,55301
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,4,5020304,55301
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,5,5020305,55301
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,6,5020306,55301
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,1,5020401,55306
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,2,5020402,55306
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,3,5020403,55306
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,4,5020404,55306
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,5,5020405,55306
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,6,5020406,55306
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,7,5020407,55306
लुम्बिनी,रोल्पा,माडी गाउँपालिका,1,5020501,55303
लुम्बिनी,रोल्पा,माडी गाउँपालिका,2,5020502,55303
लुम्बिनी,रोल्पा,माडी गाउँपालिका,3,5020503,55303
लुम्बिनी,रोल्पा,माडी गाउँपालिका,4,5020504,55303
लुम्बिनी,रोल्पा,माडी गाउँपालिका,5,5020505,55303
लुम्बिनी,रोल्पा,माडी गाउँपालिका,6,5020506,55303
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,1,5020601,55310
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,2,5020602,55310
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,3,5020603,55310
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,4,5020604,55310
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,5,5020605,55310
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,6,5020606,55310
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,7,5020607,55310
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,1,5020701,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,2,5020702,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,3,5020703,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,4,5020704,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,5,5020705,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,6,5020706,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,7,5020707,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,8,5020708,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,9,5020709,55304
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,10,5020710,55304
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,1,5020801,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,2,5020802,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,3,5020803,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,4,5020804,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,5,5020805,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,6,5020806,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,7,5020807,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,8,5020808,55305
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,9,5020809,55305
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,1,5020901,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,2,5020902,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,3,5020903,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,4,5020904,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,5,5020905,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,6,5020906,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,7,5020907,55308
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,8,5020908,55308
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,1,5021001,55302
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,2,5021002,55302
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,3,5021003,55302
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,4,5021004,55302
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,5,5021005,55302
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,6,5021006,55302
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,7,5021007,55302
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,1,5030101,55202
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,2,5030102,55202
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,3,5030103,55202
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,4,5030104,55202
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,5,5030105,55202
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,6,5030106,55202
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,7,5030107,55202
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,1,5030201,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,2,5030202,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,3,5030203,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,4,5030204,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,5,5030205,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,6,5030206,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,7,5030207,55206
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,8,5030208,55206
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,1,5030301,55203
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,2,5030302,55203
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,3,5030303,55203
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,4,5030304,55203
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,5,5030305,55203
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,6,5030306,55203
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,7,5030307,55203
