Province ID,District ID,Municipality ID,Municipality Name,Ward No,Area Name,Total Households,Total Population,Male Population,Female Population,local_level_code
1,12,6,Kanepokhari Gaunpalika,4,Ward - 4,1575,6446,3050,3396,10507
1,12,6,Kanepokhari Gaunpalika,5,Ward - 5,1840,7352,3441,3911,10507
1,12,6,Kanepokhari Gaunpalika,6,Ward - 6,1738,6974,3260,3714,10507
1,12,6,Kanepokhari Gaunpalika,7,Ward - 7,1225,4929,2301,2628,10507
1,12,7,Pathari Shanishchare Municipality,1,Ward - 1,2668,10605,4953,5652,10512
1,12,7,Pathari Shanishchare Municipality,2,Ward - 2,2168,8600,4040,4560,10512
1,12,7,Pathari Shanishchare Municipality,3,Ward - 3,1784,7319,3436,3883,10512
1,12,7,Pathari Shanishchare Municipality,4,Ward - 4,2080,7926,3687,4239,10512
1,12,7,Pathari Shanishchare Municipality,5,Ward - 5,1459,6091,2904,3187,10512
1,12,7,Pathari Shanishchare Municipality,6,Ward - 6,1638,6859,3266,3593,10512
1,12,7,Pathari Shanishchare Municipality,7,Ward - 7,1332,5391,2471,2920,10512
1,12,7,Pathari Shanishchare Municipality,8,Ward - 8,1426,5785,2727,3058,10512
1,12,7,Pathari Shanishchare Municipality,9,Ward - 9,1679,6749,3145,3604,10512
1,12,7,Pathari Shanishchare Municipality,10,Ward - 10,1746,7126,3355,3771,10512
1,12,8,Urlabari Municipality,1,Ward - 1,2190,8804,4161,4643,10517
1,12,8,Urlabari Municipality,2,Ward - 2,2101,8413,3955,4458,10517
1,12,8,Urlabari Municipality,3,Ward - 3,1902,7302,3486,3816,10517
1,12,8,Urlabari Municipality,4,Ward - 4,2448,9790,4621,5169,10517
1,12,8,Urlabari Municipality,5,Ward - 5,1390,5535,2566,2969,10517
1,12,8,Urlabari Municipality,6,Ward - 6,1440,5670,2649,3021,10517
1,12,8,Urlabari Municipality,7,Ward - 7,2600,10719,5068,5651,10517
1,12,8,Urlabari Municipality,8,Ward - 8,1955,7851,3639,4212,10517
1,12,8,Urlabari Municipality,9,Ward - 9,1624,6824,3211,3613,10517
1,12,9,Ratuwamai Municipality,1,Ward - 1,1029,5020,2497,2523,10514
1,12,9,Ratuwamai Municipality,2,Ward - 2,1258,5320,2418,2902,10514
1,12,9,Ratuwamai Municipality,3,Ward - 3,1260,5186,2445,2741,10514
1,12,9,Ratuwamai Municipality,4,Ward - 4,1675,7048,3374,3674,10514
1,12,9,Ratuwamai Municipality,5,Ward - 5,1890,8240,3966,4274,10514
1,12,9,Ratuwamai Municipality,6,Ward - 6,1611,6508,3089,3419,10514
1,12,9,Ratuwamai Municipality,7,Ward - 7,1327,5541,2613,2928,10514
1,12,9,Ratuwamai Municipality,8,Ward - 8,1650,6701,3110,3591,10514
1,12,9,Ratuwamai Municipality,9,Ward - 9,1400,5808,2786,3022,10514
1,12,9,Ratuwamai Municipality,10,Ward - 10,1408,5767,2701,3066,10514
1,12,10,Sunwarshi Municipality,1,Ward - 1,1206,5145,2422,2723,10516
1,12,10,Sunwarshi Municipality,2,Ward - 2,975,3958,1884,2074,10516
1,12,10,Sunwarshi Municipality,3,Ward - 3,687,2830,1343,1487,10516
1,12,10,Sunwarshi Municipality,4,Ward - 4,1731,7398,3555,3843,10516
1,12,10,Sunwarshi Municipality,5,Ward - 5,1352,5628,2692,2936,10516
1,12,10,Sunwarshi Municipality,6,Ward - 6,1733,7590,3630,3960,10516
1,12,10,Sunwarshi Municipality,7,Ward - 7,1511,7033,3339,3694,10516
1,12,10,Sunwarshi Municipality,8,Ward - 8,1710,8285,4044,4241,10516
1,12,10,Sunwarshi Municipality,9,Ward - 9,1779,8167,4086,4081,10516
1,12,11,Rangeli Municipality,1,Ward - 1,1871,7757,3716,4041,10513
1,12,11,Rangeli Municipality,2,Ward - 2,2077,8855,4251,4604,10513
1,12,11,Rangeli Municipality,3,Ward - 3,1335,5631,2680,2951,10513
1,12,11,Rangeli Municipality,4,Ward - 4,735,3417,1686,1731,10513
1,12,11,Rangeli Municipality,5,Ward - 5,1407,6337,3120,3217,10513
1,12,11,Rangeli Municipality,6,Ward - 6,1564,6994,3499,3495,10513
1,12,11,Rangeli Municipality,7,Ward - 7,1363,6345,3184,3161,10513
1,12,11,Rangeli Municipality,8,Ward - 8,1311,5628,2698,2930,10513
1,12,11,Rangeli Municipality,9,Ward - 9,1543,6530,3140,3390,10513
1,12,12,Gramthan Gaunpalika,1,Ward - 1,1207,4723,2299,2424,10505
1,12,12,Gramthan Gaunpalika,2,Ward - 2,1476,6014,2997,3017,10505
1,12,12,Gramthan Gaunpalika,3,Ward - 3,1086,3908,1896,2012,10505
1,12,12,Gramthan Gaunpalika,4,Ward - 4,1362,5033,2433,2600,10505
1,12,12,Gramthan Gaunpalika,5,Ward - 5,1691,6341,3068,3273,10505
1,12,12,Gramthan Gaunpalika,6,Ward - 6,1349,5210,2532,2678,10505
1,12,12,Gramthan Gaunpalika,7,Ward - 7,1206,4795,2272,2523,10505
1,12,13,Budhiganga Gaunpalika,1,Ward - 1,2205,9389,4534,4855,10503
1,12,13,Budhiganga Gaunpalika,2,Ward - 2,2122,9016,4516,4500,10503
1,12,13,Budhiganga Gaunpalika,3,Ward - 3,2152,9125,4502,4623,10503
1,12,13,Budhiganga Gaunpalika,4,Ward - 4,1630,6673,3331,3342,10503
1,12,13,Budhiganga Gaunpalika,5,Ward - 5,1363,6196,3057,3139,10503
1,12,13,Budhiganga Gaunpalika,6,Ward - 6,1443,5581,2678,2903,10503
1,12,13,Budhiganga Gaunpalika,7,Ward - 7,1445,5517,2689,2828,10503
1,12,14,Biratnagar Metropolitian City,1,Ward - 1,3650,14463,7069,7394,10502
1,12,14,Biratnagar Metropolitian City,2,Ward - 2,1976,8328,4110,4218,10502
1,12,14,Biratnagar Metropolitian City,3,Ward - 3,5726,21100,10414,10686,10502
1,12,14,Biratnagar Metropolitian City,4,Ward - 4,5521,21944,10917,11027,10502
1,12,14,Biratnagar Metropolitian City,5,Ward - 5,4304,17602,8873,8729,10502
1,12,14,Biratnagar Metropolitian City,6,Ward - 6,4098,19892,10117,9775,10502
1,12,14,Biratnagar Metropolitian City,7,Ward - 7,1736,6571,3306,3265,10502
1,12,14,Biratnagar Metropolitian City,8,Ward - 8,4255,18076,9037,9039,10502
1,12,14,Biratnagar Metropolitian City,9,Ward - 9,1186,5776,2938,2838,10502
1,12,14,Biratnagar Metropolitian City,10,Ward - 10,2770,11183,5554,5629,10502
1,12,14,Biratnagar Metropolitian City,11,Ward - 11,2982,12827,6403,6424,10502
1,12,14,Biratnagar Metropolitian City,12,Ward - 12,4345,19006,9502,9504,10502
1,12,14,Biratnagar Metropolitian City,13,Ward - 13,1885,7772,3999,3773,10502
1,12,14,Biratnagar Metropolitian City,14,Ward - 14,2810,13850,6921,6929,10502
1,12,14,Biratnagar Metropolitian City,15,Ward - 15,2737,12537,6364,6173,10502
1,12,14,Biratnagar Metropolitian City,16,Ward - 16,1499,6856,3337,3519,10502
1,12,14,Biratnagar Metropolitian City,17,Ward - 17,1811,9327,4570,4757,10502
1,12,14,Biratnagar Metropolitian City,18,Ward - 18,1941,9609,4938,4671,10502
1,12,14,Biratnagar Metropolitian City,19,Ward - 19,1687,7208,3585,3623,10502
1,12,15,Katahari Gaunpalika,1,Ward - 1,1631,7194,3582,3612,10508
1,12,15,Katahari Gaunpalika,2,Ward - 2,2184,9465,4814,4651,10508
1,12,15,Katahari Gaunpalika,3,Ward - 3,1219,6015,3038,2977,10508
1,12,15,Katahari Gaunpalika,4,Ward - 4,1652,8397,4257,4140,10508
1,12,15,Katahari Gaunpalika,5,Ward - 5,910,4206,2104,2102,10508
1,12,15,Katahari Gaunpalika,6,Ward - 6,1702,7935,3953,3982,10508
1,12,15,Katahari Gaunpalika,7,Ward - 7,1197,5298,2594,2704,10508
1,12,16,Dhanapalthan Gaunpalika,1,Ward - 1,985,4683,2357,2326,10504
1,12,16,Dhanapalthan Gaunpalika,2,Ward - 2,1724,7254,3587,3667,10504
1,12,16,Dhanapalthan Gaunpalika,3,Ward - 3,1335,6034,2935,3099,10504
1,12,16,Dhanapalthan Gaunpalika,4,Ward - 4,1684,7654,3651,4003,10504
1,12,16,Dhanapalthan Gaunpalika,5,Ward - 5,1232,5422,2537,2885,10504
1,12,16,Dhanapalthan Gaunpalika,6,Ward - 6,1705,8117,4030,4087,10504
1,12,16,Dhanapalthan Gaunpalika,7,Ward - 7,1260,6184,3099,3085,10504
1,12,17,Jahada Gaunpalika,1,Ward - 1,1591,7657,3836,3821,10506
1,12,17,Jahada Gaunpalika,2,Ward - 2,1482,7405,3683,3722,10506
1,12,17,Jahada Gaunpalika,3,Ward - 3,1674,8032,4143,3889,10506
1,12,17,Jahada Gaunpalika,4,Ward - 4,1599,7475,3818,3657,10506
1,12,17,Jahada Gaunpalika,5,Ward - 5,1423,6970,3520,3450,10506
1,12,17,Jahada Gaunpalika,6,Ward - 6,786,3637,1810,1827,10506
1,12,17,Jahada Gaunpalika,7,Ward - 7,1314,6463,3225,3238,10506
1,13,1,Dharan Sub-Metropolitian City,1,Ward - 1,1247,4962,2413,2549,10605
1,13,1,Dharan Sub-Metropolitian City,2,Ward - 2,514,2275,1124,1151,10605
1,13,1,Dharan Sub-Metropolitian City,3,Ward - 3,1101,4662,2304,2358,10605
1,13,1,Dharan Sub-Metropolitian City,4,Ward - 4,992,3783,1822,1961,10605
1,13,1,Dharan Sub-Metropolitian City,5,Ward - 5,3441,13651,6380,7271,10605
1,13,1,Dharan Sub-Metropolitian City,6,Ward - 6,2142,8455,3983,4472,10605
1,13,1,Dharan Sub-Metropolitian City,7,Ward - 7,768,2967,1480,1487,10605
1,13,1,Dharan Sub-Metropolitian City,8,Ward - 8,3090,12126,5829,6297,10605
1,13,1,Dharan Sub-Metropolitian City,9,Ward - 9,873,3564,1727,1837,10605
1,13,1,Dharan Sub-Metropolitian City,10,Ward - 10,1269,4612,2144,2468,10605
1,13,1,Dharan Sub-Metropolitian City,11,Ward - 11,4288,17168,7904,9264,10605
1,13,1,Dharan Sub-Metropolitian City,12,Ward - 12,756,3029,1468,1561,10605
1,13,1,Dharan Sub-Metropolitian City,13,Ward - 13,2313,9138,4167,4971,10605
1,13,1,Dharan Sub-Metropolitian City,14,Ward - 14,1241,4803,2286,2517,10605
1,13,1,Dharan Sub-Metropolitian City,15,Ward - 15,7015,27441,12845,14596,10605
1,13,1,Dharan Sub-Metropolitian City,16,Ward - 16,3828,14665,6835,7830,10605
1,13,1,Dharan Sub-Metropolitian City,17,Ward - 17,3942,15912,7509,8403,10605
1,13,1,Dharan Sub-Metropolitian City,18,Ward - 18,1342,4579,2072,2507,10605
1,13,1,Dharan Sub-Metropolitian City,19,Ward - 19,1347,5313,2415,2898,10605
1,13,1,Dharan Sub-Metropolitian City,20,Ward - 20,887,3426,1703,1723,10605
1,13,2,Barahachhetra Municipality,1,Ward - 1,1552,5980,2864,3116,10601
1,13,2,Barahachhetra Municipality,2,Ward - 2,2026,8042,3807,4235,10601
1,13,2,Barahachhetra Municipality,3,Ward - 3,2347,9866,4634,5232,10601
1,13,2,Barahachhetra Municipality,4,Ward - 4,1490,6113,2896,3217,10601
1,13,2,Barahachhetra Municipality,5,Ward - 5,2402,10338,4848,5490,10601
1,13,2,Barahachhetra Municipality,6,Ward - 6,1607,6714,3186,3528,10601
1,13,2,Barahachhetra Municipality,7,Ward - 7,2729,11113,5249,5864,10601
1,13,2,Barahachhetra Municipality,8,Ward - 8,2372,9642,4490,5152,10601
1,13,2,Barahachhetra Municipality,9,Ward - 9,1604,7130,3393,3737,10601
1,13,2,Barahachhetra Municipality,10,Ward - 10,1954,7899,3678,4221,10601
1,13,2,Barahachhetra Municipality,11,Ward - 11,1744,8250,3952,4298,10601
1,13,3,Koshi Gaunpalika,1,Ward - 1,1101,5264,2661,2603,10611
1,13,3,Koshi Gaunpalika,2,Ward - 2,1160,5909,2969,2940,10611
1,13,3,Koshi Gaunpalika,3,Ward - 3,1332,7094,3504,3590,10611
1,13,3,Koshi Gaunpalika,4,Ward - 4,762,4442,2135,2307,10611
1,13,3,Koshi Gaunpalika,5,Ward - 5,1110,6690,3341,3349,10611
1,13,3,Koshi Gaunpalika,6,Ward - 6,1072,5725,2939,2786,10611
1,13,3,Koshi Gaunpalika,7,Ward - 7,1384,6774,3356,3418,10611
1,13,3,Koshi Gaunpalika,8,Ward - 8,1248,6906,3453,3453,10611
1,13,4,Bhokraha Narsingh Gaunpalika,1,Ward - 1,1182,5897,2895,3002,10603
1,13,4,Bhokraha Narsingh Gaunpalika,2,Ward - 2,1236,6935,3416,3519,10603
1,13,4,Bhokraha Narsingh Gaunpalika,3,Ward - 3,1004,4932,2440,2492,10603
1,13,4,Bhokraha Narsingh Gaunpalika,4,Ward - 4,1037,5484,2648,2836,10603
1,13,4,Bhokraha Narsingh Gaunpalika,5,Ward - 5,1093,6251,3057,3194,10603
1,13,4,Bhokraha Narsingh Gaunpalika,6,Ward - 6,1190,6492,3183,3309,10603
1,13,4,Bhokraha Narsingh Gaunpalika,7,Ward - 7,1183,6596,3381,3215,10603
1,13,4,Bhokraha Narsingh Gaunpalika,8,Ward - 8,1007,6693,3273,3420,10603
1,13,5,Ramdhuni Municipality,1,Ward - 1,1861,7708,3644,4064,10612
1,13,5,Ramdhuni Municipality,2,Ward - 2,1565,6566,3039,3527,10612
1,13,5,Ramdhuni Municipality,3,Ward - 3,2115,8587,4012,4575,10612
1,13,5,Ramdhuni Municipality,4,Ward - 4,1518,6098,2835,3263,10612
1,13,5,Ramdhuni Municipality,5,Ward - 5,2147,8344,3921,4423,10612
1,13,5,Ramdhuni Municipality,6,Ward - 6,1880,7566,3593,3973,10612
1,13,5,Ramdhuni Municipality,7,Ward - 7,2074,8464,3936,4528,10612
1,13,5,Ramdhuni Municipality,8,Ward - 8,1046,4224,1998,2226,10612
1,13,5,Ramdhuni Municipality,9,Ward - 9,1438,5895,2842,3053,10612
1,13,6,Itahari Sub-Metropolitian City,1,Ward - 1,2684,10641,4896,5745,10610
1,13,6,Itahari Sub-Metropolitian City,2,Ward - 2,4867,19594,9126,10468,10610
1,13,6,Itahari Sub-Metropolitian City,3,Ward - 3,1595,6548,3103,3445,10610
1,13,6,Itahari Sub-Metropolitian City,4,Ward - 4,5303,19512,9164,10348,10610
1,13,6,Itahari Sub-Metropolitian City,5,Ward - 5,5500,21233,10052,11181,10610
1,13,6,Itahari Sub-Metropolitian City,6,Ward - 6,1846,7259,3612,3647,10610
1,13,6,Itahari Sub-Metropolitian City,7,Ward - 7,1451,6004,2832,3172,10610
1,13,6,Itahari Sub-Metropolitian City,8,Ward - 8,3060,12320,5955,6365,10610
1,13,6,Itahari Sub-Metropolitian City,9,Ward - 9,2408,9199,4394,4805,10610
1,13,6,Itahari Sub-Metropolitian City,10,Ward - 10,1772,6779,3313,3466,10610
1,13,6,Itahari Sub-Metropolitian City,11,Ward - 11,1346,5073,2447,2626,10610
1,13,6,Itahari Sub-Metropolitian City,12,Ward - 12,1461,4870,2430,2440,10610
1,13,6,Itahari Sub-Metropolitian City,13,Ward - 13,2572,9937,4815,5122,10610
1,13,6,Itahari Sub-Metropolitian City,14,Ward - 14,1440,6266,3016,3250,10610
1,13,6,Itahari Sub-Metropolitian City,15,Ward - 15,729,2940,1414,1526,10610
1,13,6,Itahari Sub-Metropolitian City,16,Ward - 16,2360,9309,4382,4927,10610
1,13,6,Itahari Sub-Metropolitian City,17,Ward - 17,2969,12107,5699,6408,10610
1,13,6,Itahari Sub-Metropolitian City,18,Ward - 18,1334,5310,2484,2826,10610
1,13,6,Itahari Sub-Metropolitian City,19,Ward - 19,2333,9242,4192,5050,10610
1,13,6,Itahari Sub-Metropolitian City,20,Ward - 20,3320,13098,5964,7134,10610
1,13,7,Duhabi Municipality,1,Ward - 1,903,4648,2300,2348,10606
1,13,7,Duhabi Municipality,2,Ward - 2,1111,4567,2297,2270,10606
1,13,7,Duhabi Municipality,3,Ward - 3,1252,4829,2418,2411,10606
1,13,7,Duhabi Municipality,4,Ward - 4,1068,5062,2424,2638,10606
1,13,7,Duhabi Municipality,5,Ward - 5,754,3225,1688,1537,10606
1,13,7,Duhabi Municipality,6,Ward - 6,781,3867,1949,1918,10606
1,13,7,Duhabi Municipality,7,Ward - 7,967,3764,1860,1904,10606
1,13,7,Duhabi Municipality,8,Ward - 8,2149,8187,4142,4045,10606
1,13,7,Duhabi Municipality,9,Ward - 9,1238,6644,3246,3398,10606
1,13,7,Duhabi Municipality,10,Ward - 10,1467,6328,3061,3267,10606
1,13,7,Duhabi Municipality,11,Ward - 11,1474,6312,3121,3191,10606
1,13,7,Duhabi Municipality,12,Ward - 12,1866,8641,4291,4350,10606
1,13,8,Gadhi Gaunpalika,1,Ward - 1,1847,7705,3756,3949,10607
1,13,8,Gadhi Gaunpalika,2,Ward - 2,2131,9306,4619,4687,10607
1,13,8,Gadhi Gaunpalika,3,Ward - 3,1135,5277,2624,2653,10607
1,13,8,Gadhi Gaunpalika,4,Ward - 4,1196,5449,2700,2749,10607
1,13,8,Gadhi Gaunpalika,5,Ward - 5,993,5196,2603,2593,10607
1,13,8,Gadhi Gaunpalika,6,Ward - 6,1263,5806,2794,3012,10607
1,13,9,Inaruwa Municipality,1,Ward - 1,1179,5356,2623,2733,10609
1,13,9,Inaruwa Municipality,2,Ward - 2,1436,7018,3579,3439,10609
1,13,9,Inaruwa Municipality,3,Ward - 3,2154,9200,4520,4680,10609
1,13,9,Inaruwa Municipality,4,Ward - 4,1424,6922,3471,3451,10609
1,13,9,Inaruwa Municipality,5,Ward - 5,1334,5480,2663,2817,10609
1,13,9,Inaruwa Municipality,6,Ward - 6,1794,7370,3475,3895,10609
1,13,9,Inaruwa Municipality,7,Ward - 7,1694,7531,3675,3856,10609
1,13,9,Inaruwa Municipality,8,Ward - 8,1821,8539,4192,4347,10609
1,13,9,Inaruwa Municipality,9,Ward - 9,1894,9813,4827,4986,10609
1,13,9,Inaruwa Municipality,10,Ward - 10,1299,7685,3664,4021,10609
1,13,10,Harinagar Gaunpalika,1,Ward - 1,1397,8207,4047,4160,10608
1,13,10,Harinagar Gaunpalika,2,Ward - 2,1277,7716,3681,4035,10608
1,13,10,Harinagar Gaunpalika,3,Ward - 3,921,4450,2164,2286,10608
1,13,10,Harinagar Gaunpalika,4,Ward - 4,1666,9144,4575,4569,10608
1,13,10,Harinagar Gaunpalika,5,Ward - 5,1127,6781,3468,3313,10608
1,13,10,Harinagar Gaunpalika,6,Ward - 6,1314,7660,3701,3959,10608
1,13,10,Harinagar Gaunpalika,7,Ward - 7,1036,5887,2931,2956,10608
1,13,11,Dewangunj Gaunpalika,1,Ward - 1,1236,6094,3036,3058,10604
1,13,11,Dewangunj Gaunpalika,2,Ward - 2,1586,8385,4192,4193,10604
1,13,11,Dewangunj Gaunpalika,3,Ward - 3,1080,5368,2637,2731,10604
1,13,11,Dewangunj Gaunpalika,4,Ward - 4,909,4773,2418,2355,10604
1,13,11,Dewangunj Gaunpalika,5,Ward - 5,850,4159,2060,2099,10604
1,13,11,Dewangunj Gaunpalika,6,Ward - 6,1008,4891,2452,2439,10604
1,13,11,Dewangunj Gaunpalika,7,Ward - 7,1136,5360,2693,2667,10604
1,13,12,Barju Gaunpalika,1,Ward - 1,1034,4830,2438,2392,10602
1,13,12,Barju Gaunpalika,2,Ward - 2,936,4619,2367,2252,10602
1,13,12,Barju Gaunpalika,3,Ward - 3,1099,5104,2591,2513,10602
1,13,12,Barju Gaunpalika,4,Ward - 4,1297,5895,2929,2966,10602
1,13,12,Barju Gaunpalika,5,Ward - 5,1823,8398,4191,4207,10602
1,13,12,Barju Gaunpalika,6,Ward - 6,1733,7403,3653,3750,10602
1,14,1,Belaka Municipality,1,Ward - 1,1292,5396,2503,2893,11401
1,14,1,Belaka Municipality,2,Ward - 2,1845,7706,3711,3995,11401
1,14,1,Belaka Municipality,3,Ward - 3,1846,7483,3587,3896,11401
1,14,1,Belaka Municipality,4,Ward - 4,1177,4644,2126,2518,11401
1,14,1,Belaka Municipality,5,Ward - 5,1767,7515,3573,3942,11401
1,14,1,Belaka Municipality,6,Ward - 6,989,4482,2238,2244,11401
1,14,1,Belaka Municipality,7,Ward - 7,618,2939,1405,1534,11401
1,14,1,Belaka Municipality,8,Ward - 8,1243,5314,2592,2722,11401
1,14,1,Belaka Municipality,9,Ward - 9,1381,5564,2665,2899,11401
1,14,2,Chaudandigadhi Municipality,1,Ward - 1,773,3442,1691,1751,11402
1,14,2,Chaudandigadhi Municipality,2,Ward - 2,1144,5138,2378,2760,11402
1,14,2,Chaudandigadhi Municipality,3,Ward - 3,1000,4016,1853,2163,11402
1,14,2,Chaudandigadhi Municipality,4,Ward - 4,1668,6936,3230,3706,11402
1,14,2,Chaudandigadhi Municipality,5,Ward - 5,1523,6359,2999,3360,11402
1,14,2,Chaudandigadhi Municipality,6,Ward - 6,1352,5550,2610,2940,11402
1,14,2,Chaudandigadhi Municipality,7,Ward - 7,1427,6117,2881,3236,11402
1,14,2,Chaudandigadhi Municipality,8,Ward - 8,861,3729,1771,1958,11402
1,14,2,Chaudandigadhi Municipality,9,Ward - 9,1806,7546,3539,4007,11402
1,14,2,Chaudandigadhi Municipality,10,Ward - 10,1149,4798,2205,2593,11402
1,14,3,Triyuga Municipality,1,Ward - 1,1126,4658,2182,2476,11407
1,14,3,Triyuga Municipality,2,Ward - 2,1417,5830,2744,3086,11407
1,14,3,Triyuga Municipality,3,Ward - 3,2515,9997,4692,5305,11407
1,14,3,Triyuga Municipality,4,Ward - 4,1412,5666,2613,3053,11407
1,14,3,Triyuga Municipality,5,Ward - 5,1741,6983,3317,3666,11407
1,14,3,Triyuga Municipality,6,Ward - 6,2144,8820,4264,4556,11407
1,14,3,Triyuga Municipality,7,Ward - 7,1685,6733,3147,3586,11407
1,14,3,Triyuga Municipality,8,Ward - 8,1372,5468,2559,2909,11407
1,14,3,Triyuga Municipality,9,Ward - 9,1373,5575,2620,2955,11407
1,14,3,Triyuga Municipality,10,Ward - 10,2125,8265,3884,4381,11407
1,14,3,Triyuga Municipality,11,Ward - 11,2973,11400,5335,6065,11407
1,14,3,Triyuga Municipality,12,Ward - 12,1882,7907,3770,4137,11407
1,14,3,Triyuga Municipality,13,Ward - 13,1638,6386,2982,3404,11407
1,14,3,Triyuga Municipality,14,Ward - 14,590,2312,1112,1200,11407
1,14,3,Triyuga Municipality,15,Ward - 15,807,3541,1736,1805,11407
1,14,3,Triyuga Municipality,16,Ward - 16,823,3184,1506,1678,11407
1,14,4,Rautamai Gaunpalika,1,Ward - 1,416,1966,969,997,11404
1,14,4,Rautamai Gaunpalika,2,Ward - 2,590,2627,1267,1360,11404
1,14,4,Rautamai Gaunpalika,3,Ward - 3,510,2317,1126,1191,11404
1,14,4,Rautamai Gaunpalika,4,Ward - 4,535,2346,1152,1194,11404
1,14,4,Rautamai Gaunpalika,5,Ward - 5,577,2505,1212,1293,11404
1,14,4,Rautamai Gaunpalika,6,Ward - 6,398,1656,808,848,11404
1,14,4,Rautamai Gaunpalika,7,Ward - 7,1064,4606,2283,2323,11404
1,14,4,Rautamai Gaunpalika,8,Ward - 8,482,2301,1156,1145,11404
1,14,5,Limchunbung Gaunpalika,1,Ward - 1,412,1762,883,879,11405
1,14,5,Limchunbung Gaunpalika,2,Ward - 2,410,1578,772,806,11405
1,14,5,Limchunbung Gaunpalika,3,Ward - 3,539,2610,1286,1324,11405
1,14,5,Limchunbung Gaunpalika,4,Ward - 4,456,1996,1006,990,11405
1,14,5,Limchunbung Gaunpalika,5,Ward - 5,410,1743,843,900,11405
1,14,6,Tapli Gaunpalika,1,Ward - 1,534,2658,1311,1347,11406
1,14,6,Tapli Gaunpalika,2,Ward - 2,474,2112,1028,1084,11406
1,14,6,Tapli Gaunpalika,3,Ward - 3,627,2945,1429,1516,11406
1,14,6,Tapli Gaunpalika,4,Ward - 4,495,2392,1206,1186,11406
1,14,6,Tapli Gaunpalika,5,Ward - 5,732,3237,1634,1603,11406
1,14,7,Katari Municipality,1,Ward - 1,1003,4234,2065,2169,11403
1,14,7,Katari Municipality,2,Ward - 2,1198,5026,2404,2622,11403
1,14,7,Katari Municipality,3,Ward - 3,1586,6385,3122,3263,11403
1,14,7,Katari Municipality,4,Ward - 4,2610,10378,4996,5382,11403
1,14,7,Katari Municipality,5,Ward - 5,1824,7767,3702,4065,11403
1,14,7,Katari Municipality,6,Ward - 6,853,3507,1627,1880,11403
1,14,7,Katari Municipality,7,Ward - 7,1168,4453,2108,2345,11403
1,14,7,Katari Municipality,8,Ward - 8,832,4369,2139,2230,11403
1,14,7,Katari Municipality,9,Ward - 9,531,2402,1162,1240,11403
1,14,7,Katari Municipality,10,Ward - 10,668,3025,1534,1491,11403
1,14,7,Katari Municipality,11,Ward - 11,374,1718,851,867,11403
1,14,7,Katari Municipality,12,Ward - 12,474,1956,966,990,11403
1,14,7,Katari Municipality,13,Ward - 13,433,1964,983,981,11403
1,14,7,Katari Municipality,14,Ward - 14,552,2323,1209,1114,11403
1,14,8,Udayapurgadhi Gaunpalika,1,Ward - 1,886,3934,1960,1974,11408
1,14,8,Udayapurgadhi Gaunpalika,2,Ward - 2,562,2380,1154,1226,11408
1,14,8,Udayapurgadhi Gaunpalika,3,Ward - 3,613,2750,1318,1432,11408
1,14,8,Udayapurgadhi Gaunpalika,4,Ward - 4,465,1984,956,1028,11408
1,14,8,Udayapurgadhi Gaunpalika,5,Ward - 5,943,3775,1816,1959,11408
1,14,8,Udayapurgadhi Gaunpalika,6,Ward - 6,1250,5178,2531,2647,11408
1,14,8,Udayapurgadhi Gaunpalika,7,Ward - 7,1308,5486,2657,2829,11408
1,14,8,Udayapurgadhi Gaunpalika,8,Ward - 8,773,3439,1705,1734,11408
2,15,1,Saptakoshi Municipality,1,Ward - 1,1084,4628,2254,2374,21514
2,15,1,Saptakoshi Municipality,2,Ward - 2,602,2734,1256,1478,21514
2,15,1,Saptakoshi Municipality,3,Ward - 3,308,1348,620,728,21514
2,15,1,Saptakoshi Municipality,4,Ward - 4,553,2418,1135,1283,21514
2,15,1,Saptakoshi Municipality,5,Ward - 5,337,1467,710,757,21514
2,15,1,Saptakoshi Municipality,6,Ward - 6,349,1710,823,887,21514
2,15,1,Saptakoshi Municipality,7,Ward - 7,320,1402,718,684,21514
2,15,1,Saptakoshi Municipality,8,Ward - 8,448,1990,989,1001,21514
2,15,1,Saptakoshi Municipality,9,Ward - 9,368,1756,879,877,21514
2,15,1,Saptakoshi Municipality,10,Ward - 10,467,2236,1119,1117,21514
2,15,1,Saptakoshi Municipality,11,Ward - 11,382,1821,895,926,21514
2,15,2,Kanchanrup Municipality,1,Ward - 1,988,4982,2434,2548,21509
2,15,2,Kanchanrup Municipality,2,Ward - 2,898,4572,2257,2315,21509
2,15,2,Kanchanrup Municipality,3,Ward - 3,847,3371,1634,1737,21509
2,15,2,Kanchanrup Municipality,4,Ward - 4,1138,5453,2725,2728,21509
2,15,2,Kanchanrup Municipality,5,Ward - 5,1069,5017,2508,2509,21509
2,15,2,Kanchanrup Municipality,6,Ward - 6,994,4766,2242,2524,21509
2,15,2,Kanchanrup Municipality,7,Ward - 7,768,3695,1810,1885,21509
2,15,2,Kanchanrup Municipality,8,Ward - 8,1672,7704,3909,3795,21509
2,15,2,Kanchanrup Municipality,9,Ward - 9,980,4540,2170,2370,21509
2,15,2,Kanchanrup Municipality,10,Ward - 10,691,3231,1645,1586,21509
2,15,2,Kanchanrup Municipality,11,Ward - 11,1477,6905,3282,3623,21509
2,15,2,Kanchanrup Municipality,12,Ward - 12,1013,4230,2023,2207,21509
2,15,3,Agnisair Krishna Sabaran Gaunpalika,1,Ward - 1,1052,5011,2385,2626,21501
